text,context,target
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",FOOD#QUALITY,Food
"Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).",FOOD#QUALITY,pork belly
Wine list selection is good and wine-by-the-glass was generously filled to the top.,DRINKS#STYLE_OPTIONS,Wine list selection
Wine list selection is good and wine-by-the-glass was generously filled to the top.,DRINKS#STYLE_OPTIONS,wine-by-the-glass
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,AMBIENCE#GENERAL,Traditional French decour
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,AMBIENCE#GENERAL,hall
"I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.",RESTAURANT#GENERAL,Cafe Spice
"To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok. ",SERVICE#GENERAL,Service
"Seating is always prompt, though the restaurant does fill up in the evening.",SERVICE#GENERAL,Seating
"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",FOOD#QUALITY,Food
"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",FOOD#QUALITY,raw vegatables in side orders
"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time.",SERVICE#GENERAL,NULL
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",AMBIENCE#GENERAL,decor
"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",AMBIENCE#GENERAL,semi-private boths
I have NEVER been disappointed in the Red Eye.,RESTAURANT#GENERAL,Red Eye
"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",AMBIENCE#GENERAL,live jazz band
"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",AMBIENCE#GENERAL,atmosphere
It's simply the best meal in NYC.,FOOD#QUALITY,meal
You cannot go wrong at the Red Eye Grill.,RESTAURANT#GENERAL,Red Eye Grill
"If we were to move from the upper east side, we would genuinely miss this restaurant.",RESTAURANT#GENERAL,restaurant
The restaurant is cute but not upscale.,AMBIENCE#GENERAL,restaurant
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,FOOD#QUALITY,food
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.,FOOD#QUALITY,balance of herbs and tomatoes
I would highly recommend it.,RESTAURANT#GENERAL,NULL
It's one of our favorite places to eat in NY.,RESTAURANT#GENERAL,NULL
We had a great time at the Jekyll and hyde Pub last night.,RESTAURANT#GENERAL,Jekyll and hyde Pub
After really enjoying ourselves at the bar we sat down at a table and had dinner.,RESTAURANT#GENERAL,bar
The server was really cool and served us our food and drinks with a smile.,SERVICE#GENERAL,server
The place's decor and hidden bathrooms made for a good laugh.,AMBIENCE#GENERAL,decor
The place's decor and hidden bathrooms made for a good laugh.,AMBIENCE#GENERAL,hidden bathrooms
I highly recommend visiting this restaurant and having dinner and drinks!,RESTAURANT#GENERAL,restaurant
"If you are the type of person who likes being scared and entertained, this is a great place to go and eat.",RESTAURANT#MISCELLANEOUS,place
"My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.",RESTAURANT#GENERAL,Jekyll and Hyde Pub
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",DRINKS#STYLE_OPTIONS,beers
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",FOOD#QUALITY,food
"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.",FOOD#QUALITY,pumkin tortelini
The entertainment was great they have shows that go on through out the dinner.,AMBIENCE#GENERAL,NULL
"Please take my advice, go and try this place.",RESTAURANT#GENERAL,place
You will not be disapointed at all.,RESTAURANT#GENERAL,NULL
We were not dissappointed in the least bit by this little gem.,RESTAURANT#GENERAL,NULL
The bagel was huge.,FOOD#STYLE_OPTIONS,bagel
They were served warm and had a soft fluffy interior.,FOOD#QUALITY,NULL
The workers there also absolutely load the bagel with cream cheese (gets a little messy).,FOOD#STYLE_OPTIONS,bagel
I loved it and would HIGHLY RECOMMEND.,RESTAURANT#GENERAL,NULL
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,FOOD#QUALITY,food
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.,SERVICE#GENERAL,service
I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,FOOD#QUALITY,lobster roll
I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.,FOOD#QUALITY,lobster
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",FOOD#QUALITY,pizza
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",FOOD#QUALITY,santa fe chopped salad
"Other guests enjoyed pizza, santa fe chopped salad and fish and chips.",FOOD#QUALITY,fish and chips
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",FOOD#QUALITY,food
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",AMBIENCE#GENERAL,ambience
"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.",SERVICE#GENERAL,service
All the staff is absolutely professional!! ,SERVICE#GENERAL,staff
But they do.,SERVICE#GENERAL,NULL
"(that is A MUST, but not every restaurant can do...) ",SERVICE#GENERAL,NULL
"There's nice and quiet, small but enough for 6 (or more).",AMBIENCE#GENERAL,NULL
This restaurant was way overhyped.,RESTAURANT#GENERAL,restaurant
My chow fun and chow see was really bland and oily.,FOOD#QUALITY,chow fun and chow see
Okay-i don't mind the oily part (cause most are cooked that way) but it was way too bland.,FOOD#QUALITY,NULL
The scallion pancakes and fried dumplings were nothing out of the ordinary.,FOOD#QUALITY,scallion pancakes
The scallion pancakes and fried dumplings were nothing out of the ordinary.,FOOD#QUALITY,fried dumplings
The service was the only thing good about this restaurant.,SERVICE#GENERAL,service
The service was the only thing good about this restaurant.,RESTAURANT#GENERAL,restaurant
"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",AMBIENCE#GENERAL,NULL
"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",FOOD#QUALITY,sushi
"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",FOOD#QUALITY,tuna
"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",FOOD#QUALITY,rolls
I definitely wouldn't go back.,RESTAURANT#GENERAL,NULL
Their pad penang is delicious and everything else is fantastic.,FOOD#QUALITY,pad penang
Their pad penang is delicious and everything else is fantastic.,FOOD#QUALITY,NULL
The price is reasonable although the service is poor.,RESTAURANT#PRICES,NULL
The price is reasonable although the service is poor.,SERVICE#GENERAL,service
fresh restaurant was amazing........ food was delicious and of course fresh.,RESTAURANT#GENERAL,fresh restaurant
fresh restaurant was amazing........ food was delicious and of course fresh.,FOOD#QUALITY,food
"great for a romantic evening, or a fun evening with friends...",AMBIENCE#GENERAL,NULL
"great for a romantic evening, or a fun evening with friends...",RESTAURANT#MISCELLANEOUS,NULL
I will be going back very soon.,RESTAURANT#GENERAL,NULL
keep up the good work.,RESTAURANT#GENERAL,NULL
Hats off to the chef.,FOOD#QUALITY,chef
It was wonderful.,RESTAURANT#GENERAL,NULL
"the salads are delicious, both refreshing and very spicy.",FOOD#QUALITY,salads
We had Pam's special fried fish and it was amazing.,FOOD#QUALITY,Pam's special fried fish
too large for just two people but nothing was left.,FOOD#STYLE_OPTIONS,NULL
too large for just two people but nothing was left.,FOOD#QUALITY,NULL
"Great vibe, lots of people.",AMBIENCE#GENERAL,vibe
"My husbands was perfect, my was well done and dry.",FOOD#QUALITY,NULL
"My husbands was perfect, my was well done and dry.",FOOD#QUALITY,NULL
"I didn't complain, I liked the atmosphere so much.",AMBIENCE#GENERAL,atmosphere
On a hot day it was fabulous to stop in and enjoy lunch.,RESTAURANT#GENERAL,NULL
"Ambience is so cute and quaint, good for business although we were there on vacation.",AMBIENCE#GENERAL,Ambience
"Ambience is so cute and quaint, good for business although we were there on vacation.",RESTAURANT#MISCELLANEOUS,NULL
Salads were fantastic.,FOOD#QUALITY,Salads
Although we were looking for regular lettuce and some walnuts the salads we got were great.,FOOD#QUALITY,salads
Ingredients are organic which is a real plus for me.,FOOD#QUALITY,Ingredients
We will be back.,RESTAURANT#GENERAL,NULL
"This is some really good, inexpensive sushi.",FOOD#QUALITY,sushi
"This is some really good, inexpensive sushi.",FOOD#PRICES,sushi
The spicy Tuna roll is huge and probably the best that I've had at this price range.,FOOD#STYLE_OPTIONS,spicy Tuna roll
The spicy Tuna roll is huge and probably the best that I've had at this price range.,FOOD#QUALITY,spicy Tuna roll
The spicy Tuna roll is huge and probably the best that I've had at this price range.,FOOD#PRICES,spicy Tuna roll
The Yellowtail was particularly good as well.,FOOD#QUALITY,Yellowtail
"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",FOOD#STYLE_OPTIONS,all you can eat deal
"I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.",FOOD#PRICES,all you can eat deal
"In any event, this is a place I'll be sure to stop by again when I'm in this part of town.",RESTAURANT#GENERAL,place
Big Wong gets big Ups for a fine establishment.,RESTAURANT#GENERAL,Big Wong
"They have it all -- great price, food, and service.",RESTAURANT#GENERAL,NULL
"They have it all -- great price, food, and service.",RESTAURANT#PRICES,NULL
"They have it all -- great price, food, and service.",FOOD#QUALITY,food
"They have it all -- great price, food, and service.",SERVICE#GENERAL,service
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,AMBIENCE#GENERAL,atmosphere
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,SERVICE#GENERAL,waiters
The food is prepared quickly and efficiently.,SERVICE#GENERAL,NULL
"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).",FOOD#PRICES,NULL
